wort;sent;pol;type;multiplier;combined
Erfolg_versprechend;POS;0.7;adj;1;0.7
Taubheit;NEG;1;nomen;-1;-1
Vielseitigkeit;POS;0.7;nomen;1;0.7
Ohrenweh;NEG;1;nomen;-1;-1
anstacheln;NEG;1;verben;-1;-1
Eliminierung;NEG;1;nomen;-1;-1
hudeln;NEG;1;verben;-1;-1
Pressefreiheit;POS;1;nomen;1;1
Blindheit;NEG;1;nomen;-1;-1
Körperverletzung;NEG;1;nomen;-1;-1
Antrieb;POS;0.7;nomen;1;0.7
ertragen;POS;0.7;verben;1;0.7
Gleichgültigkeit;NEG;1;nomen;-1;-1
Fehlbildung;NEG;1;nomen;-1;-1
neurotisieren;NEG;0.7;verben;-1;-0.7
haushalten;POS;0.7;verben;1;0.7
Ausnutzung;NEG;1;nomen;-1;-1
peinigen;NEG;1;verben;-1;-1
Gesetzesreform;POS;0.5;nomen;1;0.5
Zank;NEG;0.7;nomen;-1;-0.7
Renovierung;POS;0.5;nomen;1;0.5
Süße;POS;0.7;nomen;1;0.7
entgleisen;NEG;1;verben;-1;-1
beschwichtigen;POS;1;verben;1;1
Alkoholismus;NEG;1;nomen;-1;-1
Fehlerlosigkeit;POS;1;nomen;1;1
nachhaken;POS;0.5;verben;1;0.5
Gewißheit;POS;1;nomen;1;1
vorliebnehmen;NEG;0.5;verben;-1;-0.5
Ohnmachtsgefühl;NEG;1;nomen;-1;-1
einwickeln;NEG;0.5;verben;-1;-0.5
Einzigartigkeit;POS;0.7;nomen;1;0.7
Runderneuerung;POS;0.7;nomen;1;0.7
kungeln;NEG;1;verben;-1;-1
Verkrüppelung;NEG;1;nomen;-1;-1
Schmach;NEG;1;nomen;-1;-1
ersehnen;POS;0.7;verben;1;0.7
Hochschulreform;POS;0.7;nomen;1;0.7
Machenschaft;NEG;1;nomen;-1;-1
rauswerfen;NEG;1;verben;-1;-1
Benutzungsfeindlichkeit;NEG;0.7;nomen;-1;-0.7
Ordnungssinn;POS;0.7;nomen;1;0.7
narren;NEG;0.7;verben;-1;-0.7
abberufen;NEG;0.7;verben;-1;-0.7
Sozialbetreuung;POS;0.7;nomen;1;0.7
Machterhalt;NEG;0.5;nomen;-1;-0.5
Verschuldung;NEG;1;nomen;-1;-1
verladen;NEG;0.7;verben;-1;-0.7
Bedarf;POS;0.5;nomen;1;0.5
Radikalisierung;NEG;1;nomen;-1;-1
Unabhängigkeitskampf;NEG;1;nomen;-1;-1
durchfallen;NEG;0.7;verben;-1;-0.7
verknusen;NEG;0.7;verben;-1;-0.7
Lungenkrankheit;NEG;1;nomen;-1;-1
Lebensfreude;POS;1;nomen;1;1
Anschlag;NEG;0.7;nomen;-1;-0.7
Kopfschuß;NEG;1;nomen;-1;-1
Frontalangriff;NEG;1;nomen;-1;-1
Gallenstein;NEG;1;nomen;-1;-1
heruntermachen;NEG;1;verben;-1;-1
Hilfsaktion;POS;1;nomen;1;1
Versklavung;NEG;1;nomen;-1;-1
Unbarmherzigkeit;NEG;1;nomen;-1;-1
Deformation;NEG;0.7;nomen;-1;-0.7
benzen;NEG;0.7;verben;-1;-0.7
promovieren;POS;0.7;verben;1;0.7
Meuterei;NEG;0.7;nomen;-1;-0.7
Kraftmeierei;NEG;1;nomen;-1;-1
infragestellen;NEG;0.5;verben;-1;-0.5
öden;NEG;0.7;verben;-1;-0.7
Ungunst;NEG;1;nomen;-1;-1
Fragwürdigkeit;NEG;0.5;nomen;-1;-0.5
Lebensgenuß;POS;1;nomen;1;1
autistische_Störung;NEG;1;nomen;-1;-1
Wellness;POS;1;nomen;1;1
Unruhen;NEG;0.7;nomen;-1;-0.7
aushorchen;NEG;1;verben;-1;-1
Urlaubsanspruch;POS;0.5;nomen;1;0.5
Schorf;NEG;1;nomen;-1;-1
Diabetes;NEG;1;nomen;-1;-1
Beklommenheit;NEG;0.7;nomen;-1;-0.7
Durchblutungsstörung;NEG;1;nomen;-1;-1
Hintergründigkeit;POS;0.5;nomen;1;0.5
Thronraub;NEG;1;nomen;-1;-1
ermutigen;POS;1;verben;1;1
Unempfindlichkeit;POS;0.7;nomen;1;0.7
Genickstarre;NEG;0.7;nomen;-1;-0.7
Untergewicht;NEG;1;nomen;-1;-1
höhen;POS;0.7;verben;1;0.7
Glauben;POS;1;nomen;1;1
verbummeln;NEG;0.7;verben;-1;-0.7
Angst_erregend;NEG;1;adj;-1;-1
Niederträchtigkeit;NEG;1;nomen;-1;-1
Darmverschluss;NEG;1;nomen;-1;-1
Zielstrebigkeit;POS;1;nomen;1;1
herumtreiben;NEG;0.5;verben;-1;-0.5
Kapazitätsabbau;NEG;0.7;nomen;-1;-0.7
Mangelhaftigkeit;NEG;1;nomen;-1;-1
erflehen;NEG;0.5;verben;-1;-0.5
Eroberung;NEG;1;nomen;-1;-1
habilitiert_werden;POS;0.7;verben;1;0.7
anschreien;NEG;1;verben;-1;-1
Vernunft;POS;1;nomen;1;1
Verschrobenheit;NEG;0.7;nomen;-1;-0.7
Trinksucht;NEG;1;nomen;-1;-1
Benutzerfeindlichkeit;NEG;0.7;nomen;-1;-0.7
Rückfall;NEG;1;nomen;-1;-1
versetzen;NEG;0.7;verben;-1;-0.7
Schramme;NEG;0.7;nomen;-1;-0.7
Wohltätigkeit;POS;1;nomen;1;1
Fingerspitzengefühl;POS;0.7;nomen;1;0.7
Unbestimmtheit;NEG;0.7;nomen;-1;-0.7
befürchten;NEG;0.7;verben;-1;-0.7
Sprengzündung;NEG;1;nomen;-1;-1
Hämorrhoiden;NEG;1;nomen;-1;-1
verunklaren;NEG;0.5;verben;-1;-0.5
Unfehlbarkeit;POS;0.7;nomen;1;0.7
fürsprechen;POS;0.7;verben;1;0.7
sühnen;NEG;1;verben;-1;-1
multiple_Persönlichkeitsspaltung;NEG;1;nomen;-1;-1
Abfeuern;NEG;1;nomen;-1;-1
verhexen;NEG;0.7;verben;-1;-0.7
Opportunität;POS;0.7;nomen;1;0.7
Abhängigkeit;NEG;0.7;nomen;-1;-0.7
Überfremdung;NEG;0.7;nomen;-1;-0.7
Einfachheit;POS;0.5;nomen;1;0.5
Diebstahl;NEG;1;nomen;-1;-1
Karies;NEG;1;nomen;-1;-1
kranken;NEG;0.7;verben;-1;-0.7
bestrafen;NEG;1;verben;-1;-1
Entmutigung;NEG;1;nomen;-1;-1
Despotie;NEG;1;nomen;-1;-1
Nutznießung;POS;0.7;nomen;1;0.7
Wahlfälschung;NEG;1;nomen;-1;-1
Rinderseuche;NEG;1;nomen;-1;-1
Unwirksamkeit;NEG;0.7;nomen;-1;-0.7
Experimentierfreude;POS;1;nomen;1;1
Unausgeglichenheit;NEG;0.7;nomen;-1;-0.7
lamentieren;NEG;1;verben;-1;-1
Vergebung;POS;1;nomen;1;1
Stöhnen;NEG;0.7;nomen;-1;-0.7
Opposition;NEG;0.5;nomen;-1;-0.5
folgen;POS;0.7;verben;1;0.7
Identitätskrise;NEG;1;nomen;-1;-1
überfallen;NEG;1;verben;-1;-1
Lungenkrebs;NEG;1;nomen;-1;-1
Starrsinn;NEG;0.7;nomen;-1;-0.7
Sklavenaufstand;POS;1;nomen;1;1
verwesen;NEG;0.7;verben;-1;-0.7
Interesselosigkeit;NEG;0.7;nomen;-1;-0.7
zutrauen;POS;1;verben;1;1
fremden;NEG;0.5;verben;-1;-0.5
vergötzen;NEG;1;verben;-1;-1
Wohlbefinden;POS;1;nomen;1;1
hintertreiben;NEG;1;verben;-1;-1
Lieblingsmusik;POS;0.5;nomen;1;0.5
Heimtücke;NEG;1;nomen;-1;-1
Extravaganz;NEG;0.5;nomen;-1;-0.5
misstrauen;NEG;1;verben;-1;-1
sexuelle_Belästigung;NEG;1;nomen;-1;-1
Aufmüpfigkeit;NEG;1;nomen;-1;-1
Lösungsvorschlag;POS;0.5;nomen;1;0.5
Herzlosigkeit;NEG;1;nomen;-1;-1
Nettigkeit;POS;0.7;nomen;1;0.7
dorren;NEG;0.7;verben;-1;-0.7
Reformation;POS;0.7;nomen;1;0.7
Kinogenuss;POS;0.5;nomen;1;0.5
Beweisnot;NEG;1;nomen;-1;-1
Bluttat;NEG;1;nomen;-1;-1
Kreativität;POS;0.7;nomen;1;0.7
Unwichtigkeit;NEG;0.5;nomen;-1;-0.5
Foul;NEG;0.7;nomen;-1;-0.7
Bruch;NEG;1;nomen;-1;-1
versichern;POS;1;verben;1;1
verhungern;NEG;1;verben;-1;-1
Unrast;NEG;0.7;nomen;-1;-0.7
Machtlosigkeit;NEG;1;nomen;-1;-1
Erschütterung;NEG;0.7;nomen;-1;-0.7
Straßenverkehrsdelikt;NEG;0.7;nomen;-1;-0.7
zusätzlich;INT;2;adj;0;0
Mitempfindung;POS;1;nomen;1;1
Hörgerätereparatur;POS;0.5;nomen;1;0.5
Existenzgründung;POS;0.7;nomen;1;0.7
Volksaufstand;NEG;1;nomen;-1;-1
verwarnen;NEG;0.7;verben;-1;-0.7
Machtkampf;NEG;1;nomen;-1;-1
Beinbruch;NEG;1;nomen;-1;-1
Schwerstarbeit;NEG;1;nomen;-1;-1
Gelbsucht;NEG;1;nomen;-1;-1
greinen;NEG;1;verben;-1;-1
Abschlachten;NEG;1;nomen;-1;-1
abschlachten;NEG;1;verben;-1;-1
schwänzen;NEG;0.7;verben;-1;-0.7
Hörigkeit;NEG;1;nomen;-1;-1
Verschleppung;NEG;1;nomen;-1;-1
Gefährlichkeit;NEG;1;nomen;-1;-1
Zankapfel;NEG;0.5;nomen;-1;-0.5
Vorsätzlichkeit;NEG;1;nomen;-1;-1
simulieren;NEG;0.7;verben;-1;-0.7
Grausamkeit;NEG;1;nomen;-1;-1
Exekution;NEG;1;nomen;-1;-1
Gesundheit;POS;1;nomen;1;1
Versöhnung;POS;1;nomen;1;1
Muffensausen;NEG;0.7;nomen;-1;-0.7
Beschädigung;NEG;1;nomen;-1;-1
erkranken;NEG;1;verben;-1;-1
Hader;NEG;0.7;nomen;-1;-0.7
anmachen;NEG;0.7;verben;-1;-0.7
Pest;NEG;1;nomen;-1;-1
Weltoffenheit;POS;1;nomen;1;1
anquatschen;NEG;0.5;verben;-1;-0.5
herumhacken;NEG;1;verben;-1;-1
Neuausrichtung;POS;0.5;nomen;1;0.5
Verhungerung;NEG;1;nomen;-1;-1
Führungsanspruch;POS;0.7;nomen;1;0.7
berühren;POS;0.7;verben;1;0.7
gängeln;NEG;1;verben;-1;-1
Zuneigung;POS;1;nomen;1;1
Zivilschlag;NEG;1;nomen;-1;-1
Finesse;POS;0.7;nomen;1;0.7
Wiedererlangung;POS;0.7;nomen;1;0.7
Selbstvertrauen;POS;1;nomen;1;1
Wertherstimmung;NEG;1;nomen;-1;-1
Tiefenanalyse;POS;0.7;nomen;1;0.7
Erstürmung;NEG;1;nomen;-1;-1
hüten;POS;0.7;verben;1;0.7
rauskotzen;NEG;1;verben;-1;-1
erkühnen;NEG;1;verben;-1;-1
begeistern;POS;1;verben;1;1
getrauen;POS;0.7;verben;1;0.7
preisen;POS;1;verben;1;1
Katerstimmung;NEG;0.5;nomen;-1;-0.5
schikanieren;NEG;1;verben;-1;-1
Stehvermögen;POS;0.5;nomen;1;0.5
brüskieren;NEG;1;verben;-1;-1
Pracht;POS;1;nomen;1;1
exkulpieren;POS;1;verben;1;1
Genialität;POS;1;nomen;1;1
Verzeihung;POS;1;nomen;1;1
Prügelei;NEG;1;nomen;-1;-1
frohlocken;POS;0.7;verben;1;0.7
Unterversorgung;NEG;0.7;nomen;-1;-0.7
abfertigen;NEG;0.5;verben;-1;-0.5
prozessieren;NEG;1;verben;-1;-1
Glanzlicht;POS;1;nomen;1;1
Heiserkeit;NEG;0.5;nomen;-1;-0.5
Verschulden;NEG;1;nomen;-1;-1
Brustkrebs;NEG;1;nomen;-1;-1
antreiben;POS;0.7;verben;1;0.7
Handelskrieg;NEG;1;nomen;-1;-1
Fehlerfreiheit;POS;1;nomen;1;1
Lungenstiche;NEG;1;nomen;-1;-1
Freimut;POS;1;nomen;1;1
bevatern;POS;0.7;verben;1;0.7
zusetzen;NEG;1;verben;-1;-1
Hirnhautentzündung;NEG;1;nomen;-1;-1
boykottieren;NEG;1;verben;-1;-1
petzen;NEG;0.5;verben;-1;-0.5
Angriff;NEG;1;nomen;-1;-1
Medienspektakel;POS;0.5;nomen;1;0.5
klarstellen;POS;0.7;verben;1;0.7
Mattigkeit;NEG;0.7;nomen;-1;-0.7
Zerwürfnis;NEG;1;nomen;-1;-1
Gründung;POS;0.5;nomen;1;0.5
Verausgabung;NEG;0.7;nomen;-1;-0.7
Goldgräberstimmung;POS;1;nomen;1;1
Weltkulturerbe;POS;1;nomen;1;1
Unschuldigkeit;POS;1;nomen;1;1
Bürgernähe;POS;0.7;nomen;1;0.7
herrschen;NEG;1;verben;-1;-1
Kurzschlußhandlung;NEG;1;nomen;-1;-1
Urkundenfälschung;NEG;1;nomen;-1;-1
Beherrschtheit;POS;0.7;nomen;1;0.7
beeindrucken;POS;1;verben;1;1
Freundschaft;POS;1;nomen;1;1
anstecken;NEG;0.7;verben;-1;-0.7
Unlesbarkeit;NEG;0.7;nomen;-1;-0.7
Betrügerei;NEG;1;nomen;-1;-1
Wiederverwendung;POS;0.7;nomen;1;0.7
Strafe;NEG;1;nomen;-1;-1
alarmieren;NEG;1;verben;-1;-1
Blasenentzündung;NEG;1;nomen;-1;-1
Erregung;NEG;0.7;nomen;-1;-0.7
Dilettantentum;NEG;1;nomen;-1;-1
entgegenkommen;POS;0.5;verben;1;0.5
Flohstich;NEG;0.7;nomen;-1;-0.7
Schluckauf;NEG;0.5;nomen;-1;-0.5
Gasexplosion;NEG;1;nomen;-1;-1
anzeigen;NEG;0.7;verben;-1;-0.7
Dekor;POS;0.5;nomen;1;0.5
Sanierung;POS;0.5;nomen;1;0.5
Verfassungstreue;POS;1;nomen;1;1
Wortbruch;NEG;1;nomen;-1;-1
Wirtschaftssanktion;NEG;1;nomen;-1;-1
Theatergenuss;POS;0.7;nomen;1;0.7
frappieren;POS;0.7;verben;1;0.7
Kreditgewährung;POS;0.7;nomen;1;0.7
Kundenbetreuung;POS;0.5;nomen;1;0.5
Raffgier;NEG;1;nomen;-1;-1
Zerlegung;NEG;1;nomen;-1;-1
Jugendstrafe;NEG;1;nomen;-1;-1
Sozialabbau;NEG;1;nomen;-1;-1
Nachbesserung;POS;0.5;nomen;1;0.5
verdrießen;NEG;1;verben;-1;-1
Intrige;NEG;1;nomen;-1;-1
aufraffen;POS;0.7;verben;1;0.7
umgarnen;POS;0.5;verben;1;0.5
lobpreisen;POS;1;verben;1;1
Zeitverlust;NEG;0.7;nomen;-1;-0.7
Geldstrafe;NEG;0.7;nomen;-1;-0.7
Ungewissheit;NEG;1;nomen;-1;-1
Lesegenuss;POS;0.7;nomen;1;0.7
Wirtschaftsblockade;NEG;1;nomen;-1;-1
Herzversagen;NEG;1;nomen;-1;-1
Bodenständigkeit;POS;0.7;nomen;1;0.7
Erhöhung;POS;0.7;nomen;1;0.7
Verdauungsbeschwerden;NEG;1;nomen;-1;-1
Platzangst;NEG;1;nomen;-1;-1
Attacke;NEG;1;nomen;-1;-1
Mütterkur;POS;0.7;nomen;1;0.7
testieren;POS;0.7;verben;1;0.7
verklären;POS;0.5;verben;1;0.5
Diphterie;NEG;1;nomen;-1;-1
Betonung;POS;0.5;nomen;1;0.5
Reiselust;POS;0.7;nomen;1;0.7
stürzen;NEG;1;verben;-1;-1
Endkampf;NEG;1;nomen;-1;-1
Philanthropie;POS;1;nomen;1;1
Beruhigung;POS;0.7;nomen;1;0.7
Gefangennahme;NEG;1;nomen;-1;-1
Berufsausbildung;POS;0.7;nomen;1;0.7
Missfallen;NEG;0.7;nomen;-1;-0.7
Feierlichkeit;POS;1;nomen;1;1
ächten;NEG;1;verben;-1;-1
verherrlichen;NEG;0.7;verben;-1;-0.7
Rastlosigkeit;NEG;1;nomen;-1;-1
Unausweichlichkeit;NEG;0.7;nomen;-1;-0.7
Wiederherstellung;POS;0.7;nomen;1;0.7
Hämorriden;NEG;1;nomen;-1;-1
Abnützung;NEG;0.7;nomen;-1;-0.7
Passion;POS;1;nomen;1;1
einstecken;POS;0.7;verben;1;0.7
übervorteilen;NEG;0.7;verben;-1;-0.7
Sodbrennen;NEG;0.7;nomen;-1;-0.7
Schmerz;NEG;1;nomen;-1;-1
Niederreißung;NEG;1;nomen;-1;-1
Rekonvaleszenz;POS;0.7;nomen;1;0.7
Gefühlsregung;POS;1;nomen;1;1
grauen;NEG;0.7;verben;-1;-0.7
taub_werden;NEG;1;verben;-1;-1
Kinderlähmung;NEG;1;nomen;-1;-1
Untersuchungshaft;NEG;1;nomen;-1;-1
Gammeloutfit;NEG;0.5;nomen;-1;-0.5
bekehren;POS;0.5;verben;1;0.5
respektieren;POS;1;verben;1;1
bezweifeln;NEG;1;verben;-1;-1
Geilheit;NEG;1;nomen;-1;-1
Mitleid_erregend;NEG;1;adj;-1;-1
Alkoholabhängigkeit;NEG;1;nomen;-1;-1
Paradentose;NEG;1;nomen;-1;-1
schwarzarbeiten;NEG;1;verben;-1;-1
Risikofaktor;NEG;0.7;nomen;-1;-0.7
Besessenheit;NEG;1;nomen;-1;-1
Eindringlichkeit;POS;0.7;nomen;1;0.7
bewilligen;POS;0.7;verben;1;0.7
Verschlagenheit;NEG;1;nomen;-1;-1
Geschichtslosigkeit;NEG;0.7;nomen;-1;-0.7
huren;NEG;1;verben;-1;-1
Zweifel;NEG;0.7;nomen;-1;-0.7
Stupidität;NEG;1;nomen;-1;-1
nachsagen;NEG;0.5;verben;-1;-0.5
Fadheit;NEG;0.7;nomen;-1;-0.7
Rassenunruhen;NEG;1;nomen;-1;-1
Scheußlichkeit;NEG;1;nomen;-1;-1
Nahkampf;NEG;1;nomen;-1;-1
zurückhalten;POS;0.7;verben;1;0.7
Sprengstoffattentat;NEG;0.7;nomen;-1;-0.7
Entziehungserscheinungen;NEG;1;nomen;-1;-1
Hörvergnügen;POS;0.7;nomen;1;0.7
Selbsttötung;NEG;1;nomen;-1;-1
Dilettantismus;NEG;0.7;nomen;-1;-0.7
Fahrtüchtigkeit;POS;0.7;nomen;1;0.7
Banalität;NEG;0.5;nomen;-1;-0.5
Foulspiel;NEG;1;nomen;-1;-1
Traumatherapie;POS;0.7;nomen;1;0.7
Missgunst;NEG;1;nomen;-1;-1
Kreditwürdigkeit;POS;0.7;nomen;1;0.7
Staunen;POS;0.7;nomen;1;0.7
Kreation;POS;0.7;nomen;1;0.7
Entwicklungspotenzial;POS;0.7;nomen;1;0.7
Nikotinmissbrauch;NEG;1;nomen;-1;-1
verstimmen;NEG;0.7;verben;-1;-0.7
Tadel;NEG;0.7;nomen;-1;-0.7
Stierhunger;NEG;0.7;nomen;-1;-0.7
Schwächen;NEG;0.7;nomen;-1;-0.7
Erkältungsbad;POS;0.5;nomen;1;0.5
Verschärfung;NEG;0.7;nomen;-1;-0.7
hintanstellen;NEG;0.5;verben;-1;-0.5
Heil;POS;1;nomen;1;1
Keuchen;NEG;0.7;nomen;-1;-0.7
verpflichten;NEG;0.5;verben;-1;-0.5
begutachten;POS;0.5;verben;1;0.5
Arbeitsverweigerung;NEG;1;nomen;-1;-1
Zuverlässigkeit;POS;1;nomen;1;1
Willensstärke;POS;1;nomen;1;1
Muskelkater;NEG;0.5;nomen;-1;-0.5
Waffengeschäft;NEG;1;nomen;-1;-1
Aufheiterung;POS;1;nomen;1;1
Brillanz;POS;1;nomen;1;1
Freund;POS;1;nomen;1;1
Dolchstoß;NEG;1;nomen;-1;-1
ertauben;NEG;1;verben;-1;-1
Klaustrophobie;NEG;1;nomen;-1;-1
traumatisieren;NEG;1;verben;-1;-1
U-Haft;NEG;1;nomen;-1;-1
Urlaubsfreude;POS;1;nomen;1;1
nörgeln;NEG;0.7;verben;-1;-0.7
gieren;NEG;0.7;verben;-1;-0.7
Teuerung;NEG;0.5;nomen;-1;-0.5
Schatz;POS;1;nomen;1;1
Gefangenschaft;NEG;1;nomen;-1;-1
Migräne;NEG;1;nomen;-1;-1
Indifferenz;NEG;1;nomen;-1;-1
Unwahrheit;NEG;0.7;nomen;-1;-0.7
bedanken;POS;0.7;verben;1;0.7
Hoffnung;POS;1;nomen;1;1
Leid_tragend;NEG;1;adj;-1;-1
Beharrlichkeit;POS;0.7;nomen;1;0.7
Tatenlosigkeit;NEG;0.7;nomen;-1;-0.7
leid_tun;NEG;1;verben;-1;-1
Anraten;POS;0.7;nomen;1;0.7
blamieren;NEG;1;verben;-1;-1
Masochismus;NEG;1;nomen;-1;-1
anfauchen;NEG;1;verben;-1;-1
spinnen;NEG;0.7;verben;-1;-0.7
Sklerose;NEG;1;nomen;-1;-1
Gleichheitsgrundsatz;POS;1;nomen;1;1
Ahnungslosigkeit;NEG;0.7;nomen;-1;-0.7
annehmen;POS;0.7;verben;1;0.7
ehren;POS;1;verben;1;1
Holzeinschlag;NEG;0.5;nomen;-1;-0.5
zurückverlangen;NEG;0.5;verben;-1;-0.5
Ebenmäßigkeit;POS;0.5;nomen;1;0.5
Befreiungskrieg;NEG;1;nomen;-1;-1
versauen;NEG;1;verben;-1;-1
Pep;POS;1;nomen;1;1
Husten;NEG;0.7;nomen;-1;-0.7
Verlogenheit;NEG;1;nomen;-1;-1
Wutausbruch;NEG;1;nomen;-1;-1
Prunk;POS;0.7;nomen;1;0.7
verwirklichen;POS;1;verben;1;1
Angstneurose;NEG;1;nomen;-1;-1
Entgiftung;POS;0.7;nomen;1;0.7
Blutbad;NEG;1;nomen;-1;-1
Anfälligkeit;NEG;0.7;nomen;-1;-0.7
Beschäftigungsabbau;NEG;1;nomen;-1;-1
Avance;POS;0.7;nomen;1;0.7
denunzieren;NEG;1;verben;-1;-1
Ehekrach;NEG;0.7;nomen;-1;-0.7
Konfliktfähigkeit;POS;1;nomen;1;1
Weltkulturschatz;POS;0.7;nomen;1;0.7
Schießerei;NEG;1;nomen;-1;-1
Ergriffenheit;NEG;1;nomen;-1;-1
ermatten;NEG;0.7;verben;-1;-0.7
Zusammengehörigkeitsgefühl;POS;0.5;nomen;1;0.5
Unfähigkeit;NEG;1;nomen;-1;-1
Stümpertum;NEG;1;nomen;-1;-1
Einsatzuntauglichkeit;NEG;1;nomen;-1;-1
Offensive;NEG;1;nomen;-1;-1
Geplänkel;NEG;0.7;nomen;-1;-0.7
vergeben;POS;1;verben;1;1
Perfidie;NEG;1;nomen;-1;-1
Kontaktarmut;NEG;0.7;nomen;-1;-0.7
Zwischenruf;NEG;0.5;nomen;-1;-0.5
Humanität;POS;1;nomen;1;1
Überbevölkerung;NEG;1;nomen;-1;-1
Theatergenuß;POS;0.7;nomen;1;0.7
Verfassungsgemäßigkeit;POS;0.7;nomen;1;0.7
betteln;NEG;0.5;verben;-1;-0.5
Aufruhr;NEG;0.7;nomen;-1;-0.7
Unzuverlässigkeit;NEG;1;nomen;-1;-1
Hoffnungsstrahl;POS;1;nomen;1;1
Beständigkeit;POS;1;nomen;1;1
Kulturgenuß;POS;0.7;nomen;1;0.7
anpöbeln;NEG;1;verben;-1;-1
Seitenstiche;NEG;0.7;nomen;-1;-0.7
militärischer_Schlag;NEG;1;nomen;-1;-1
Geldwäsche;NEG;1;nomen;-1;-1
Aufwiegelung;NEG;0.7;nomen;-1;-0.7
androhen;POS;1;verben;1;1
Egoismus;NEG;1;nomen;-1;-1
Krise;NEG;1;nomen;-1;-1
Arbeitsniederlegung;NEG;0.7;nomen;-1;-0.7
vergammeln;NEG;1;verben;-1;-1
begehen;NEG;1;verben;-1;-1
Kargheit;NEG;0.7;nomen;-1;-0.7
Drogenmißbrauch;NEG;1;nomen;-1;-1
Engstirnigkeit;NEG;1;nomen;-1;-1
kirchliche_Trauung;POS;0.5;nomen;1;0.5
verschmähen;NEG;0.7;verben;-1;-0.7
Bedienungsfeindlichkeit;NEG;0.7;nomen;-1;-0.7
Sauerei;NEG;1;nomen;-1;-1
Unbeliebtheit;NEG;1;nomen;-1;-1
Widersprüchlichkeit;NEG;1;nomen;-1;-1
Wankelmut;NEG;0.7;nomen;-1;-0.7
Verletzbarkeit;NEG;0.7;nomen;-1;-0.7
Unmündigkeit;NEG;0.5;nomen;-1;-0.5
entfremden;NEG;0.7;verben;-1;-0.7
Zweifelsfall;NEG;1;nomen;-1;-1
Uneinigkeit;NEG;0.5;nomen;-1;-0.5
Machtgier;NEG;1;nomen;-1;-1
Illegitimität;NEG;0.7;nomen;-1;-0.7
weichen;POS;0.5;verben;1;0.5
Sitzstreik;NEG;1;nomen;-1;-1
Bruderkrieg;NEG;1;nomen;-1;-1
Gehirnerschütterung;NEG;1;nomen;-1;-1
Ölembargo;NEG;1;nomen;-1;-1
Durchhänger;NEG;0.7;nomen;-1;-0.7
abkanzeln;NEG;1;verben;-1;-1
empören;NEG;1;verben;-1;-1
Wärmeverlust;NEG;1;nomen;-1;-1
Reduktionskur;POS;0.5;nomen;1;0.5
Biederkeit;NEG;0.7;nomen;-1;-0.7
umsorgen;POS;0.5;verben;1;0.5
Minenexplosion;NEG;1;nomen;-1;-1
Nikotinabhängigkeit;NEG;1;nomen;-1;-1
befehligen;NEG;0.5;verben;-1;-0.5
verklausulieren;NEG;0.7;verben;-1;-0.7
Angst_machen;NEG;1;verben;-1;-1
Schadenfreude;NEG;1;nomen;-1;-1
Grusel;NEG;1;nomen;-1;-1
fahren_lassen;NEG;0.7;verben;-1;-0.7
Lahmsein;NEG;0.7;nomen;-1;-0.7
Vorstrafe;NEG;1;nomen;-1;-1
Leberentzündung;NEG;1;nomen;-1;-1
Genervtheit;NEG;1;nomen;-1;-1
Bahnreform;POS;0.5;nomen;1;0.5
spucken;NEG;0.5;verben;-1;-0.5
schluchzen;NEG;1;verben;-1;-1
bändigen;POS;0.7;verben;1;0.7
Bedrohlichkeit;NEG;1;nomen;-1;-1
Luftkampf;NEG;1;nomen;-1;-1
schwindeln;NEG;0.7;verben;-1;-0.7
Adaptivität;POS;0.7;nomen;1;0.7
Bioterrorismus;NEG;1;nomen;-1;-1
Gesundheitspflege;POS;0.7;nomen;1;0.7
durchdrehen;NEG;1;verben;-1;-1
Ausführlichsein;POS;0.5;nomen;1;0.5
Herzenserguß;POS;1;nomen;1;1
Aufrüstung;NEG;1;nomen;-1;-1
interessieren;POS;0.7;verben;1;0.7
Verheimlichung;NEG;0.7;nomen;-1;-0.7
mißachten;NEG;1;verben;-1;-1
erschüttern;NEG;1;verben;-1;-1
Prüderie;NEG;1;nomen;-1;-1
anhängen;NEG;0.7;verben;-1;-0.7
dursten;NEG;0.7;verben;-1;-0.7
aufopfern;POS;0.7;verben;1;0.7
argwöhnen;NEG;1;verben;-1;-1
Schweigsamkeit;NEG;0.5;nomen;-1;-0.5
Alkoholsucht;NEG;1;nomen;-1;-1
Verwerflichkeit;NEG;1;nomen;-1;-1
Tablettenmissbrauch;NEG;1;nomen;-1;-1
Kolik;NEG;1;nomen;-1;-1
Kinderhass;NEG;1;nomen;-1;-1
Bauchfett;NEG;1;nomen;-1;-1
Gewichtsproblem;NEG;1;nomen;-1;-1
überwinden;POS;0.7;verben;1;0.7
trennen;NEG;0.7;verben;-1;-0.7
Notbremse;NEG;0.7;nomen;-1;-0.7
Gnadenhochzeit;POS;0.7;nomen;1;0.7
wüten;NEG;1;verben;-1;-1
ausbitten;POS;0.5;verben;1;0.5
Verteidigungskrieg;NEG;1;nomen;-1;-1
blenden;NEG;1;verben;-1;-1
Spannungskopfweh;NEG;0.7;nomen;-1;-0.7
Wucherung;NEG;1;nomen;-1;-1
auflachen;POS;1;verben;1;1
dagegenstellen;NEG;0.5;verben;-1;-0.5
Gewerbefreiheit;POS;0.5;nomen;1;0.5
loslachen;POS;0.7;verben;1;0.7
Umweltverträglichkeit;POS;1;nomen;1;1
